312217237643743232	neutral		Local Catholics rejoice, pray for the church's new leader: "Pope Francis, the former Cardinal Bergoglio, is a ... http://t.co/ajkkNjXQJR
312086900775194624	neutral		New Catholic Pope Cardinal Jorge Mario Bergoglio, Now Pope Francis - http://t.co/6Ewdhw0lLz
312616119787737088	negative		Pope Francis and the Dirty War: Did Jorge Bergoglio Collaborate with Argentina’s Junta? http://t.co/WIzP6mJNw8
312109324283559937	negative		He's such a dick.  He published my personal outdated pics "" http://t.co/HxqBoC5n5t  Bergoglio
312137152135827456	neutral		Pope Francis the humble: Cardinal Jorge Mario Bergoglio becomes first pontiff from the Americas - Telegraph http://t.co/IELxV2RN1v
313246884544266240	neutral		#FrancisGonsalves on the new Pope, Jorge Mario Bergoglio, and the world, http://t.co/SV6PeF3VFM
312146739744346112	neutral		Crowds outside Vatican cheer as Bergoglio is announced as new pope http://t.co/y5OvVjfDXa
312200695296192513	neutral		Source: Bergoglio's Politics More Left Than Most http://t.co/KsOZFyaUGn
312262756650860544	neutral		#cnn News Meet Pope Francis: Cardinal Jorge Mario Bergoglio of Argentina is elected pope. CNN's Jim Bittermann... http://t.co/OiqyOnkTtN
312136785188773888	neutral		Omfg : The almighty I enjoy this when this happens "" http://t.co/u2CIRjp7H3  #Bergoglio
312212108521652224	neutral		Historical Images of Pope Francis: Pope Francis, formerly Jorge Bergoglio of Argentina, is the first Jesuit to... http://t.co/dfyJ2nAzbl
312322656999448577	negative		The military junta led by General Jorge Videla (left) was responsible for countless assassinations, including... http://t.co/PDNeU8ICwD
312062687905472514	neutral		Wtf!!! : We love this ""  #Bergoglio http://t.co/r79R3tep7I
312846935931371520	neutral		@DailyPostNgr Jorge Mario Bergoglio, Pope Francis 1 #DailyPostGiveaway
312045644485386240	positive		New pope promises to bring new look to Church - Reuters  http://t.co/bpYspRPZvb
312449620447985664	negative		Global: Allegations Tie Pope Francis to Argentina's ‘Dirty War’ Past: Was Jorge Bergoglio -now Pope Francis- i... http://t.co/8FA4LMagfw
312286180647518208	neutral		Five Unexpected Facts About Pope Francis: Argentine Cardinal Jorge Bergoglio, 76, was elected pope on Wed... http://t.co/Knz5iPB97B GUID
312207288800784384	positive		Bergoglio Described as Humble, But Politics More Left Than Most http://t.co/4wpm3a0hpf via @Newsmax_Media
312029583941697536	neutral		Argentine Bergoglio stuns world to become Pope Francis: Cardinal Jorge Mario Bergoglio of Argentina, who will ... http://t.co/MPEWdQq6zQ
312021145396334592	neutral		New Pope in tha house y'all ...Meet the new Pope, Argentina's Jorge Bergoglio http://t.co/yd4dISMtDM
311942759789506561	negative		The sins of the Argentine church, home of the new Pope. http://t.co/BG3p1Q8j0T
312218231458893824	neutral		Pope Francis I emerges to cheers of 'Viva il Papa': The selection of Jorge Bergoglio, a Jesuit from Argentina,... http://t.co/CUbBFgD9nS
313352909620387841	neutral		@andreschellew1 I respect your interpretation. The statements of Cardinal Bergoglio was long before he became Pope. No confusing. (cont)...1
312609107469287425	neutral		Francis 'no herald of big changes': The election of Cardinal Jorge Mario Bergoglio as pope may indicate that t... http://t.co/jLWXaXdedr
312174363359199233	positive		Pope facts - To help pay for his pre-ecclesiastical studies, Bergoglio once worked as a bouncer in a Buenos Aires nightclub!
312029853354442752	negative		Fuerkt Erp shared an article about the Catholic Church in Argentina and says "This makes a bit of molestation... http://t.co/me8U6IGaIb
311986443889278976	neutral		Pope Francis: What You Need to Know about the Former Cardinal Jorge Mario Bergoglio | http://t.co/VxBndNSGch http://t.co/nI117pzz3M
312553936894701568	negative		Why pope's selection splits Argentines: The selection of Cardinal Jorge Mario Bergoglio as pope was widely cel... http://t.co/bC6Huw0Ojs
312048302390665217	neutral		The 1st south american pope Bergoglio from Argentina!
312112958262087680	neutral		Totally can't comprehend this kind of. ""  Bergoglio http://t.co/NE6IZbWpPT
312025893885337600	positive		Great to have the new Papal @Pontifex. May GOD guide & strengthen (Jorge Mario Bergoglio; Pope Francis) to lead THE CHURCH OF OUR LORD!!
312063909987233793	negative		http://t.co/ITmLIPPI52  #Bergoglio My partner and i cant f'n grasp ""
312106094661091328	neutral		Pope Francis (Jorge Bergoglio) is the New Pope- Video Tweet Updates: http://t.co/M2HkV01FAy via @YouTube
313487840371699713	neutral		Did Benedict suspect Bergoglio would be the next pope? http://t.co/EUfaqLerEy via @sharethis
312372352241516545	negative		Bergoglio challenged moral authority of Argentina’s elected leaders http://t.co/tNEw2Q0vOf
311970028754976768	neutral		A homily by the then cardinal Bergoglio en http://t.co/cb9iZvtmq7 http://t.co/cvBxvQfZzv via @todonoticias
312567090458550274	negative		Pope Francis & the Dirty War: How he & church might've been complicit in Argentina purge  http://t.co/DtRS4iubAC via @NewYorker & @sivavaid
311969811661979648	neutral		Photo: Pope Francis (former Buenos Aires Archbishop Jorge Mario Bergoglio), 1st Latin American & 1st Jesuit... http://t.co/51lmAs4TsI
313743129981366272	positive		News: Argentine Evangelicals Say Bergoglio as Pope Francis Is 'Answer to Our Prayers' (Christianity Today): Sh... http://t.co/OW2DUsF94O
311978140752814084	positive		Pope Bergoglio seems like a humble man. Lets see, only time will tell.
313870276934897664	neutral		I liked a @YouTube video http://t.co/1iLgFE9Ssm Pope Francis' Background as Cardinal Jorge Bergoglio: Conclave 2013 Election
312211601707130881	neutral		Jorge Bergoglio is the first pope to take the name, the first Jesuit to become pope and the first pope from the American continent.
311955608523898880	neutral		Cardinal Bergoglio Is the 267th Successor of St. Peter | ZENIT - The World Seen From Rome http://t.co/Jh2wBIPx4K
313252378700820480	neutral		'Dear Friends...' Pope Francis tweets for the first time since he was elected http://t.co/y0l1vOItW7
312198857658359808	negative		Lol.  How f'n hilarious..! ""  #Bergoglio
312561162858426368	negative		Pope Francis and the Dirty War http://t.co/S3HVaa8Ksl via @NewYorker
312700642965733376	negative		france24: ARGENTINA: Will 'Dirty War' skeletons haunt Pope Francis?: Many Catholics hope that the s... http://t.co/ofW5eJMKUz #albarjeel
312055324959973376	positive		@stfudustin New pope promises to bring new look to Church: VATICAN CITY (Reuters) - Argentine Cardinal Jorge Bergoglio'...  @BadKidAndrew
312206875485679616	negative		#Bergoglio http://t.co/3t1PiYpEAV Now this is semi f'n retarded ""
312162296321437697	positive		Bergoglio Described as Humble, But Politics More Left Than Most http://t.co/MOH2tDLSMy via @Newsmax_Media
312166121639907328	neutral		http://t.co/TbzfxdiNQd Completely can't comprehend this. ""  Bergoglio
312010951870263300	neutral		Jorge Mario Bergoglio: The first Pope from the developing world: Third non-Italian in a row shows shifting bal... http://t.co/Uza0Mm4HrN
312053342534766592	negative		Pope Francis Kidnapping Controversy: Jorge Mario Bergoglio Accused Of Involvement In 1976 Abductions http://t.co/6hmEzF68Lw
312135783811268609	positive		#Bergoglio Lol! So humorous! ""
312233573715410944	neutral		Comment on TIDBIT: FLASH! JORGE MARIA CARDINAL BERGOGLIO OF ARGENTINA ELECTED: CHOOSES THE… http://t.co/o4DYdoYiRr
312495668574965760	neutral		Bergoglio I find myself investing more hours about intercourse sites recently?  Is something wrong with me at night? ""
312744465955688448	negative		Pope Francis faces scrutiny over Argentina’s ‘Dirty War’: BUENOS AIRES — Father Jorge Mario Bergoglio was 39 y... http://t.co/NIXig6h21K
312006269881970689	neutral		I've heard about 3721589457 different pronunciations of Bergoglio, all from the same news anchors #makeupyourmind
312160488781930496	neutral		As it happened: Vatican white smoke heralds new pope - Argentine Jorge Mario Bergoglio, Pope Francis http://t.co/ZJ7rS5pTTJ
311991262087639040	neutral		Name symbolizes 'poverty, humility': Cardinal Jorge Bergoglio of Argentina, the new pope, is breaking historic... http://t.co/3UKLwyUka3
312660404063068160	positive		“There were bishops who were complicit in the dictatorship, but not Bergoglio" --Esquivel http://t.co/IkjuILZ7q9
312057759686344704	neutral		Argentina's Bergoglio elected as new Pope Francis http://t.co/HcVjFDTaB8
312235103478751233	neutral		Argentinian Cardinal Bergoglio is the new pope. #PopeWatch
312197866212954114	neutral		http://t.co/HQCgrrz07B <=TIKLA 500 #takipcikazan #suandasadece #StillIntoYou #Bergoglio #CJrPosterPremier #directionersday  44
312086892424335360	neutral		Bergoglio Offers anybody experimented with this kind of? "" http://t.co/Lr5wLGIrx2
311976047711244288	neutral		Cardinal Jorge Bergoglio from Argentina elected Pope, chooses reign name of Francis the First. - Congrats on the... http://t.co/pCSqLMN6ih
312136098463752192	negative		Pope Francis controversy about him placating dictator government&turning his back on his own- http://t.co/guwarhojDW
312004633612677121	neutral		Headlines Around The World Celebrate Pope Francis I, Argentine Jorge Bergoglio:  The Argentine Cardinal Jorge ... http://t.co/hEuPgaqLwc
311993291157671936	neutral		Cardinal Jorge Mario Bergoglio is the new Pope.
312622188631060480	neutral		Pic of C Bergoglio Papa Francisco en subte Linea D /Pope Francis in BA subway going to work
311997878136610816	neutral		NEW POPE JORGE MARIO BERGOGLIO First Latin American Jesuit Cardinal. "Pope Francis the first"
312341607405977600	neutral		@CatireLoca @MMFlint I agree dear. only that Bergoglio was 34 at the time and that's not the photo.
312005248732512256	negative		Jorge Mario Bergoglio: Did he fail to stand up to Argentina's brutal junta? Pope accused of doing little to help... http://t.co/3UFOah9fe3
312321457608867840	negative		#Reuters Argentina's pope stood up to power, but has his critics http://t.co/iZYwe6TbZk #WorldNews  #AAAW
312022642225995777	neutral		Papal conclave: New Pope is a 76-year-old Argentine: Jorge Bergoglio, Archbishop of Buenos Aires, announced to... http://t.co/jkCVsyMGrn"
312089428770295808	neutral		ARGENTINE IS NEW POPE •Jorge Mario Bergoglio, 76, is first Latin American to become pope •He is now. http://t.co/Lthebvqi41
312083582896205824	neutral		Jorge Bergoglio made history as the 1st pope of the Americas and the 1st non-European pope in more than 1,000 years. http://t.co/HtTmcsjAnO
312010077940883456	positive		Man in the News | Jorge Mario Bergoglio: New Pope Theologically Conservative, but With a Common Touch http://t.co/7wQFMKqfUy
312307520368697345	neutral		Photos of Francis' First "Mass" in the Sistine Chapel - facing the people! http://t.co/pZJFfsS1Cz… #bergoglio #pope #catholic #vatican
313026635391713280	neutral		Who is Jorge Mario Bergoglio? @Saturday_Trivia
313882423064662016	negative		the Jesuits are authorized and encouraged to kill, torture or overthrow any opponent of the Vatican and the Pope." http://t.co/CHm7IXrhm3
312584080770338816	negative		Pope Francis and the Dirty War http://t.co/VinkN1NW4S via @NewYorker
311977632252174337	neutral		Cardinal Jorge Mario Bergoglio of Argentina elected pope, takes name Pope … – Washington Post http://t.co/3QlkbUOb8X #tcot
312028822444859392	positive		The First Latin American and the First Francis: Cardinal Jorge Mario Bergoglio of Argentina is known as a humble man who spoke out fo...
312734005994848257	neutral		The new Pope of the Catholic Church is Jorge Mario Bergoglio, Francis - Vatican Insider http://t.co/9VcRZa5FzS
312196805091799040	neutral		@MMFlint The one in the picture is Pío Laghi, not Bergoglio. Please check the sources.
312060565247885312	neutral		#Bergoglio Omg! : this is why I dispise politics "" http://t.co/jQjbfWAx7p
312147730103431171	neutral		http://t.co/NV49DSZK6V  Jorge Bergoglio Can anyone help me find this? ""
311974390831132672	neutral		If my name was BERGOGLIO I'd never change it,,, I'd just keep sayin it over and over
312061888261414912	neutral		#Bergoglio Now this actually tends to make myself excited "" http://t.co/JofXaGqsIw
313778921025978368	neutral		Sister prayed pope wouldn't be picked: Maria Elena Bergoglio was in her home west of Buenos Aires last week wh... http://t.co/YSogdOM6lQ
312159327869878272	neutral		Incredible : thanks : this particular entirely stones!! ""   Bergoglio
312362907985907712	neutral		Bergoglio And Kirchners: Pope Francis Clashed With Argentina's Presidents - All News Is Global | http://t.co/ty9xmP05Fc
312173240715997185	positive		Cardinal Bergoglio was the best choice to become pope!
311948065571487744	neutral		British politicians and religious leaders welcome the election of Argentinian Cardinal Jorge Bergoglio as #Pope Francis.
312202926657527808	neutral		#PelículasConBergoglio The Bergoglio with the Dragon Tattoo.
312199022976831488	neutral		Pope #Bergoglio,takes no easy inheritance. Whether by this man needed reforms are implemented remains to be seen.http://t.co/uB5d1gN7yC ƸӜ̵Ʒ
312435820583845888	negative		http://t.co/GARYaJkITo #PopeFrancis Kidnapping Controversy: Jorge Mario Bergoglio Accused Of Involvement In 1976 Abductions
312129556452618240	neutral		Bergoglio How is this particular done? "" http://t.co/aY7AdSOFNR
312103683888390144	neutral		Performs this really exist? "" http://t.co/vo4u7ID7Vj  #Bergoglio
312105777613656064	neutral		Damn : because of this , I hate men "" http://t.co/jqcfPYXfo7  Bergoglio
312298348805775360	negative		Argentine church comuniques reveal that church was aware of atrocities, but was more fearful of marxism http://t.co/vJOGIfHDgN
312161447578853376	positive		Pope Francis I (Cardinal Jorge Bergoglio) Stands With the Poor: Quotes on Justice http://t.co/lEDuoy1xjw via @wordpressdotcom
312700640252006400	negative		ARGENTINA: Will 'Dirty War' skeletons haunt Pope Francis?: Many Catholics hope that the surprise election of P... http://t.co/AdgKqMxvUf
312190961025441792	neutral		Time to open up the church?: With the selection of Cardinal Jorge Maria Bergoglio, who will be known as ... http://t.co/7BrsV064vV #news
312047636414861312	neutral		Pope Francis: 14 Facts You Should Know about the Former Cardinal Jorge Mario Bergoglio http://t.co/OnkgFzAlU3 via @timenewsfeed
312206408353460224	neutral		Argentinian Pope cardinal Jorge Mario Bergoglio and the Falkland Islands and UK. Can we find some complexity here?
312102161624477696	neutral		Is this the most reliable? "" http://t.co/meF1DzW3AV  #Bergoglio
312107829307777024	neutral		Pope Francis (Cardinal Bergoglio) is the first ever Jesuit Pope, and fulfills an ancient prophecy within the... http://t.co/oAoUG6DDMU
312012257699717120	neutral		Argentina's Bergoglio elected as new Pope Francis: By Philip Pullella and Barry Moody VATICAN CITY (Reuters) -... http://t.co/5Iy4cnemRL
312313562498478080	negative		Feel lot better about Bergoglio (least on HR) if we heard from some of the people he claims he protected from junta http://t.co/fvS5nLw5TG
312049172624855041	neutral		:)) "@pangeransiahaan: Messi and Bergoglio. For two consecutive nights, an Argentine upsets the Italians."
312228660960710656	positive		@MMFlint Dear Michael, here you have #Bergoglio before being Pope, in the Buenos Aires Subway Very humble man ► http://t.co/9wzgnvwg1P
312216381305278464	positive		Humility and simple life lead Jesuit to papacy: http://t.co/EOuoAXvswv http://t.co/XBdjNQfzIC
312016810994180096	neutral		Jonathan Pryce has his work cut out for the future. He will certainly play Jorge Mario Bergoglio the new Pope his lookalike.
312116939407372288	neutral		Argentina’s Bergoglio Elected Pope, Takes the Name Pope Francis http://t.co/YWP2cq1P4H
312133375735513089	neutral		New pope's 'suffering' for San Lorenzo: Jorge Mario Bergoglio, elected as the new pope on Wednesday, is a fan ... http://t.co/11vauCA1VX
312146756978761728	neutral		[ANC] Cardinals elect Argentina's Bergoglio as Pope after 5 rounds of voting | Watch: http://t.co/FSz8T2h1A4
311948728598687744	neutral		Congrats Cardinal Jorge Mario Bergoglio @JMBergoglio of Argentina is new Pope Francis I http://t.co/hOaeRqQBxz
312131105451036674	neutral		Pope Francis elected leader of Catholic Church: latest: Pope Francis, formerly Jorge Mario Bergoglio of Argent... http://t.co/L1HVzVWgy5
312006141829869569	neutral		"Choice of Jorge Bergoglio as pope shows a decisive shift from Europe" Andrew Brown http://t.co/8HkfPC0xkB via @guardian #NewPope
312075411897085952	neutral		Basically f'n amazing "" http://t.co/Y17Qd8ZqzL  #Bergoglio
312035155667726336	neutral		#Bergoglio Gotta see this - created my own evening!  "" http://t.co/T7LAGqDSbY
312742747746488320	neutral		5 things to know about pope: Cardinal Jorge Bergoglio is the new pontiff, Pope Francis. Some say he is a pope ... http://t.co/tkmngPEP0P
312007826199437314	neutral		Jorge Mario Bergoglio From Argentina Is The New Pope: Habemus Papam - we have a Pope.   Pope Francis I. / Fran... http://t.co/BASKILzeWL
312284071977955328	neutral		#news Photos from his life http://t.co/HycCnWcygQ
312100101126496256	neutral		Pope Francis: The man who broke the mould: CARDINAL Jorge Mario Bergoglio of Argentina has been elected the ne... http://t.co/D2bhw9UdHy
312421534578905089	neutral		#news Snub of reformers' choice led to Bergoglio: ROME -- The choice of Cardinal Jorge Mario Bergoglio as pope... http://t.co/pj85Ml478f
312029016712425472	neutral		http://t.co/vkc7Japr6f  #Bergoglio Omfg!! Is that this legitimate? ""
312062337609785344	neutral		#Bergoglio Performs this actually are present? "" http://t.co/MbTIy7q2BL
312103651520942080	neutral		Jorge Mario Bergoglio of Argentina elected 266th pope http://t.co/aEipRuepCa #news
312282059202756608	neutral		@joecarryon I AM THE GREAT BERGOGLIO!!! I NEED VESTAMENTS FOR MY PRAYER SHAWL!
312459826414358528	neutral		Just how do i resolve this? ""   Bergoglio
312115599675387905	neutral		We have now a new Pope.Pope Francis Jorge Mario Bergoglio
312198357890256896	neutral		I gotta figure this out "" http://t.co/breYc4iTXL  Bergoglio
312016612729446400	neutral		Archbishop mario bergoglio i bueno aires is now the new Pope francis
313362741693927425	positive		First days show pope's humble superiority: One expert says Jorge Bergoglio has already shown that as Pope Fran... http://t.co/R2bZKvSnyY
312028341668548609	negative		Breaking News: Jorge Bergoglio of Argentina is new Pope: Argentine Cardinal JorgeBergoglio  has beenelected Po... http://t.co/K0pkWgKRYe
312096317247733760	neutral		WTF!!! Is the real deal?  Bergoglio http://t.co/YbMD4armgU
312124725100953600	neutral		How do I repair this particular? "" http://t.co/hmEpQMGgyW  #Bergoglio
311982082459049985	negative		Pope supports anti-gay policies.  Catholics world-wide may follow suit.  Discrimination/Bullying/Violence may rise!  http://t.co/2JYcsmyTXr
313595374889746432	negative		International Arrest Warrant issued against Pope Francis I, Jorge Mario Bergoglio, for Crimes against... http://t.co/ZC1KhCXMk8
312359557705916417	neutral		Pope Francis: Humility and simple life lead Jesuit to papacy http://t.co/iErT4ruJ6O
312066508736065536	neutral		Argentina’s Bergoglio elected first Latin American pope: Argentina’s Jorge Mario Bergoglio was elected Pope Fr... http://t.co/iMmeXR8I3L
312061413411672064	neutral		New Pope Promises to Bring New Look to Church: Argentine Cardinal Jorge Bergoglio's election as pope has broke... http://t.co/NiEhz1WK6r
312569662321864704	neutral		“Washington’s Pope�?? Who is Pope Francis I? Cardinal Jorge Mario Bergoglio and Argentina’s “Dirty War�? http://t.co/uqnYq1OPcL via @grtvnews
312119902427283456	neutral		CLICK: The new Pope has only one lung – and 9 other facts you didn’t know about him: Jose Mario Bergoglio was ... http://t.co/I5caUOCxov
312197530186289152	neutral		Omfg! I can't believe this can be back! "" http://t.co/EoTu3wzdMK  Bergoglio
312037838801735680	neutral		#Bergoglio http://t.co/pVjWZafLe0 Now this will take myself back in time ""
312051848460783616	neutral		Jorge Mario Bergoglio has been elected the new pope. Retweet if you like waffles
311959386241236992	neutral		@stfudustin : Argentina's Bergoglio elected Pope: Argentina's Cardinal Jorge Bergoglio is elected as the Catholic Churc...  @BadKidAndrew
312186381084545024	neutral		@MMFlint @csvdr The priest in the picture is not Bergoglio..
312181660441518080	positive		http://t.co/iA4qD1vEBC Incredible - a person gotta see this ""  Bergoglio
312015994145095680	neutral		Argentina's Bergoglio elected as new Pope Francis via @Reuters http://t.co/5DcGm3BA9L
311969991794757632	neutral		If your Jesus is NOT pleased that Jorge Bergoglio cares for "the least of these", #CheckYourJesus
313642243036688384	neutral		NK Central Committee of the Korean Catholics Association Sunday sent congratulatory message to Cardinal Bergoglio http://t.co/mpKDVrHNWB
311984251266551809	neutral		Cardinal Jorge Mario Bergoglio, Archbishop of Buenos Aires, Argentina is the new Pope Francis I, the first Jesuit to become Pope.
312048191497441280	neutral		Argentina's Cardinal Bergoglio Elected Pope Francis http://t.co/uV92gDJarT via @youtube
312182886432399360	neutral		Omfg - No Way!!! : God I enjoy it at these times ""  Bergoglio http://t.co/OkoDDInULt
312175111941804032	neutral		“Washington’s Pope�?? Who is Pope Francis I? Cardinal Jorge Mario Bergoglio and Argentina’s “Dirt… http://t.co/AC0UzixC1I via @ericblairlives
312031885255639041	neutral		Is Jorge Bergoglio, the New Pope Francis, a Capitalist?: I remember when Cardinal Ratzinger was announced as P... http://t.co/YGUMYtIgHU
313486349158191104	neutral		Cardinal Jorge Mario Bergoglio's "Letter On the Year of Faith" | Catholic World Report - http://t.co/1kTNzKmRXz
312473680024309761	neutral		New Pope profile http://t.co/kBepoI0oYv
312077868056334336	positive		#LiveWire Argentina's Pope Bergoglio a moderate focused on the poor: By Alejandro Lifschitz B... http://t.co/UhALuQZqHD #LiveWireRecords
312050040904511488	neutral		WaPo, did you grammar-check this article? Yikes! http://t.co/NieNnvCAHt
312015339284205569	neutral		Argentinian Pope Francis I: Cardinal Jorge Bergoglio elected as Benedict XVI’s successor after Vatic http://t.co/GYQgNA5cSn
312751203593375745	neutral		Argentine publisher reissues book on Pope Francis: MEXICO CITY (AP) — The naming of Jorge Mario Bergoglio as P... http://t.co/ondTdhX1Kj
312456921527504896	neutral		Top story: Cardinals Pick Bergoglio, Who Will Be Pope Francis http://t.co/cbDmCTh1OU, see more http://t.co/cS2XYDdWk8
312102433713188865	neutral		Exactly what tune is this? ""   Bergoglio
312316072894287872	negative		Bergoglio quickly emerged as perfect conclave candidate for pope - FaithWorld http://t.co/FFmgx59pux
312017730427568130	neutral		Guardian Article About Argentina's Dictatorships & The Catholic Church http://t.co/ZLMTuz0M2R
312171721165791233	neutral		white smoke rises! Argentina's Cardinal Jorge Mario Bergoglio to be known as Pope Francis.
311974435529838592	negative		The sins of the Argentinian church | Hugh O'Shaughnessy http://t.co/xSzumG4K76 via @guardian #USA @Pontifex #Argentina
312590248062377984	negative		Pope Francis and the Dirty War http://t.co/RhxgwXiQqV via @NewYorker
312478240071618560	negative		Dictatorship casts shadow over Bergoglio: Human rights activists are accusing Pope Francis of not having distanced himself enough fro...
313157543910334464	neutral		“The right to life means allowing people to live and not killing, allowing them to grow, to eat, to be educated,... http://t.co/CgIyq3iAgW
312139418058256385	neutral		Latin American pope brings joy, debate to Argentina: The choice of Cardinal Bergoglio, the first pope from Lat... http://t.co/MSq8k9RkvD
313952523281129473	neutral		Source for quote in last tweet found in video clip of Card. Bergoglio discussing Mass, seen here http://t.co/HAPPmqdWGT #PopeFrancis
312196141783584768	neutral		Now this actually tends to make myself excited "" http://t.co/kLSKSfR1IK  Bergoglio
312190922320379904	neutral		Time to open up the church?: With the selection of Cardinal Jorge Maria Bergoglio, who will be known as Pope F... http://t.co/B7jHwb7jMQ
312979227450433536	neutral		GLP PIN Thread: Argentinian Cardinal Jorge Mario Bergoglio is POPE FRANCIS 1 -The Pope Connection Thread [UPDA... http://t.co/ToLyqR7V1t
312582620259172353	negative		That's Lombardi on criticisms of Bergoglio during the Dirty War.
312623500567404544	neutral		Twitter Suspends Fake Account Pope Francis Account, But Facebook Profile Remains http://t.co/jaXfGAMsru  #Pope #Bergoglio
312504968429072384	neutral		Cardinals Pick Bergoglio, Who Will Be Pope Francis - http://t.co/lcO5r2rsfL http://t.co/KYTKZZ0f69
312728962591772674	neutral		Why Pope Francis Excites (Most) Evangelical Leaders http://t.co/r8mTwlikOO
312187634304815104	positive		going to call my first child/cat Bergoglio, gender does not matter
311994763018641408	neutral		Cablegate's cables: Full-text search for "bergoglio" #cablegate http://t.co/nWZtVykKyC
312544315568164865	negative		Press has raised questions concerning accusations against Bergoglio that he has denied repeatedly over the years. Vatican now responds.
311944974981812226	negative		@BrForresterXXX Supposedly Bergoglio was one of the few candidates not tainted by that scandal.  He's still a big ol' homophobe, though.
312123546224693248	negative		Pope Francis I is Really, Really Opposed to Gay Adoption http://t.co/n0tiihaGTK
